 	Label	Area	Mean	Min	Max
232	sequence0071.tif	361920	1098.603	786	4095
233	sequence0072.tif	361920	1101.495	793	4095
234	sequence0073.tif	361920	1103.917	794	4095
235	sequence0074.tif	361920	1106.92	785	4095
236	sequence0075.tif	361920	1109.291	791	4095
237	sequence0076.tif	361920	1111.316	799	4095
238	sequence0077.tif	361920	1113.354	798	4095
239	sequence0078.tif	361920	1115.053	806	4095
240	sequence0079.tif	361920	1116.929	803	4095
241	sequence0080.tif	361920	1118.871	805	4095
242	sequence0081.tif	361920	1120.606	811	4095
243	sequence0082.tif	361920	1121.85	806	4095
244	sequence0083.tif	361920	1123.124	814	4095
245	sequence0084.tif	361920	1124.407	811	4095
246	sequence0085.tif	361920	1125.527	811	4095
247	sequence0086.tif	361920	1126.606	810	4095
248	sequence0087.tif	361920	1127.766	804	4095
249	sequence0088.tif	361920	1128.331	821	4095
250	sequence0089.tif	361920	1129.08	796	4095
251	sequence0090.tif	361920	1130.376	805	4095
252	sequence0091.tif	361920	1131.375	813	4095
253	sequence0092.tif	361920	1132.274	808	4095
254	sequence0093.tif	361920	1133.186	815	4095
255	sequence0094.tif	361920	1134.126	820	4095
256	sequence0095.tif	361920	1134.796	819	4095
257	sequence0096.tif	361920	1135.229	823	4095
258	sequence0097.tif	361920	1135.725	826	4095
259	sequence0098.tif	361920	1136.563	818	4095
260	sequence0099.tif	361920	1137.378	820	4095
261	sequence0100.tif	361920	1138.326	818	4095
262	sequence0101.tif	361920	1139.085	824	4095
263	sequence0102.tif	361920	1139.66	814	4095
264	sequence0103.tif	361920	1140.392	818	4095
265	sequence0104.tif	361920	1141.229	813	4095
266	sequence0105.tif	361920	1141.988	833	4095
267	sequence0106.tif	361920	1142.382	826	4095
268	sequence0107.tif	361920	1143.112	816	4095
269	sequence0108.tif	361920	1143.707	818	4095
270	sequence0109.tif	361920	1144.211	827	4095
271	sequence0110.tif	361920	1144.38	826	4095
272	sequence0111.tif	361920	1144.892	829	4095
273	sequence0112.tif	361920	1145.463	837	4095
274	sequence0113.tif	361920	1145.744	828	4095
275	sequence0114.tif	361920	1146.239	835	4095
276	sequence0115.tif	361920	1146.54	819	4095
277	sequence0116.tif	361920	1147.033	820	4095
278	sequence0117.tif	361920	1147.68	828	4095
279	sequence0118.tif	361920	1148.017	832	4095
280	sequence0119.tif	361920	1148.415	833	4095
281	sequence0120.tif	361920	1148.826	836	4095
282	sequence0121.tif	361920	1149.097	831	4095
283	sequence0122.tif	361920	1149.923	837	4095
284	sequence0123.tif	361920	1150.146	838	4095
285	sequence0124.tif	361920	1150.465	830	4095
286	sequence0125.tif	361920	1150.981	843	4095
287	sequence0126.tif	361920	1151.314	834	4095
288	sequence0127.tif	361920	1151.878	832	4095
289	sequence0128.tif	361920	1152.169	843	4095
290	sequence0129.tif	361920	1152.909	833	4095
291	sequence0130.tif	361920	1152.977	849	4095
292	sequence0131.tif	361920	1153.378	837	4095
293	sequence0132.tif	361920	1153.747	840	4095
294	sequence0133.tif	361920	1153.757	839	4095
295	sequence0134.tif	361920	1154.269	835	4095
296	sequence0135.tif	361920	1154.619	842	4095
297	sequence0136.tif	361920	1155.106	832	4095
298	sequence0137.tif	361920	1155.27	849	4095
299	sequence0138.tif	361920	1155.783	850	4095
300	sequence0139.tif	361920	1156.272	843	4095
301	sequence0140.tif	361920	1156.895	847	4095
302	sequence0141.tif	361920	1157.406	849	4095
303	sequence0142.tif	361920	1157.583	859	4095
304	sequence0143.tif	361920	1158.039	857	4095
305	sequence0144.tif	361920	1158.347	846	4095
306	sequence0145.tif	361920	1158.379	845	4095
307	sequence0146.tif	361920	1158.947	857	4095
308	sequence0147.tif	361920	1158.343	843	4095
309	sequence0148.tif	361920	1157.335	876	4095
310	sequence0149.tif	361920	1162.522	888	4095
311	sequence0150.tif	361920	1163.623	902	4095
312	sequence0151.tif	361920	1164.231	891	4095
313	sequence0152.tif	361920	1164.528	887	4095
314	sequence0153.tif	361920	1164.668	884	4095
315	sequence0154.tif	361920	1165.085	898	4095
316	sequence0155.tif	361920	1165.429	892	4095
317	sequence0156.tif	361920	1165.801	902	4095
318	sequence0157.tif	361920	1165.978	904	4095
319	sequence0158.tif	361920	1166.126	892	4095
320	sequence0159.tif	361920	1166.376	888	4095
321	sequence0000.tif	361920	1180.472	922	4095
322	sequence0001.tif	361920	1180.268	933	4095
323	sequence0002.tif	361920	1180.16	928	4095
324	sequence0003.tif	361920	1180.309	927	4095
325	sequence0004.tif	361920	1180.568	930	4095
326	sequence0005.tif	361920	1180.664	935	4095
327	sequence0006.tif	361920	1180.976	924	4095
328	sequence0007.tif	361920	1181.208	925	4095
329	sequence0008.tif	361920	1181.017	933	4095
330	sequence0009.tif	361920	1181.33	923	4095
331	sequence0010.tif	361920	924.585	726	4095
332	sequence0011.tif	361920	924.82	716	4095
333	sequence0012.tif	361920	925.099	696	4095
334	sequence0013.tif	361920	925.327	723	4095
335	sequence0014.tif	361920	925.592	720	4095
336	sequence0015.tif	361920	925.57	710	4095
337	sequence0016.tif	361920	925.481	720	4095
338	sequence0017.tif	361920	925.569	726	4095
339	sequence0018.tif	361920	925.549	722	4095
340	sequence0019.tif	361920	925.275	732	4095
341	sequence0020.tif	361920	477.859	368	4095
342	sequence0021.tif	361920	477.55	361	4095
343	sequence0022.tif	361920	477.375	364	4095
344	sequence0023.tif	361920	477.247	360	4095
345	sequence0024.tif	361920	476.869	367	4095
346	sequence0025.tif	361920	476.863	367	4095
347	sequence0026.tif	361920	476.719	369	4095
348	sequence0027.tif	361920	476.574	360	4095
349	sequence0028.tif	361920	476.458	367	4095
350	sequence0029.tif	361920	476.515	356	4095
351	sequence0030.tif	361920	319.123	236	4095
352	sequence0031.tif	361920	319.001	242	4095
353	sequence0032.tif	361920	318.871	238	4095
354	sequence0033.tif	361920	318.883	238	4095
355	sequence0034.tif	361920	318.931	239	4095
356	sequence0035.tif	361920	318.81	243	4095
357	sequence0036.tif	361920	318.774	238	4095
358	sequence0037.tif	361920	318.675	236	4095
359	sequence0038.tif	361920	318.496	239	4095
360	sequence0039.tif	361920	318.398	234	4095
361	sequence0040.tif	361920	255.813	187	4095
362	sequence0041.tif	361920	255.686	182	4095
363	sequence0042.tif	361920	255.76	189	4095
364	sequence0043.tif	361920	255.614	188	4052
365	sequence0044.tif	361920	255.529	187	3928
366	sequence0045.tif	361920	255.585	187	3845
367	sequence0046.tif	361920	255.571	187	4095
368	sequence0047.tif	361920	255.546	186	4095
369	sequence0048.tif	361920	255.479	183	4095
370	sequence0049.tif	361920	255.432	179	3884
371	sequence0050.tif	361920	255.596	180	3967
372	sequence0051.tif	361920	255.12	186	4095
373	sequence0052.tif	361920	254.886	187	4095
374	sequence0053.tif	361920	254.829	181	4095
375	sequence0054.tif	361920	697.376	549	4095
376	sequence0055.tif	361920	870.216	670	4095
377	sequence0056.tif	361920	940.179	729	4095
378	sequence0057.tif	361920	978.862	758	4095
379	sequence0058.tif	361920	1006.244	772	4095
380	sequence0059.tif	361920	1026.573	804	4095
381	sequence0060.tif	361920	1042.628	812	4095
382	sequence0061.tif	361920	1055.973	832	4095
383	sequence0062.tif	361920	1066.844	832	4095
384	sequence0063.tif	361920	1075.992	850	4095
385	sequence0064.tif	361920	1084.331	839	4095
386	sequence0065.tif	361920	1091.291	857	4095
387	sequence0066.tif	361920	1097.711	862	4095
388	sequence0067.tif	361920	1103.666	843	4095
389	sequence0068.tif	361920	1109.179	857	4095
390	sequence0069.tif	361920	1114.217	860	4095
391	sequence0070.tif	361920	1118.95	875	4095
392	sequence0071.tif	361920	1123.196	861	4095
393	sequence0072.tif	361920	1127.281	875	4095
394	sequence0073.tif	361920	1130.876	887	4095
395	sequence0074.tif	361920	1134.929	881	4095
396	sequence0075.tif	361920	1138.26	881	4095
397	sequence0076.tif	361920	1141.357	891	4095
398	sequence0077.tif	361920	1144.67	886	4095
399	sequence0078.tif	361920	1147.301	886	4095
400	sequence0079.tif	361920	1150.364	886	4095
401	sequence0080.tif	361920	1153.343	880	4095
402	sequence0081.tif	361920	1156.445	893	4095
403	sequence0082.tif	361920	1159.607	886	4095
404	sequence0083.tif	361920	1162.51	902	4095
405	sequence0084.tif	361920	1165.137	887	4095
406	sequence0085.tif	361920	1167.475	884	4095
407	sequence0086.tif	361920	1169.373	898	4095
408	sequence0087.tif	361920	1171.64	889	4095
409	sequence0088.tif	361920	1174.272	879	4095
410	sequence0089.tif	361920	1176.911	891	4095
411	sequence0090.tif	361920	1178.82	894	4095
412	sequence0091.tif	361920	1180.668	885	4095
413	sequence0092.tif	361920	1182.644	901	4095
414	sequence0093.tif	361920	1185.313	907	4095
415	sequence0094.tif	361920	1187.558	911	4095
416	sequence0095.tif	361920	1190.564	910	4095
417	sequence0096.tif	361920	1186.145	902	4095
418	sequence0097.tif	361920	1188.786	902	4095
419	sequence0098.tif	361920	1192.48	898	4095
420	sequence0099.tif	361920	1196.969	905	4095
421	sequence0100.tif	361920	1201.76	894	4095
422	sequence0101.tif	361920	1206.788	903	4095
423	sequence0102.tif	361920	1212.251	902	4095
424	sequence0103.tif	361920	1218.6	905	4095
425	sequence0104.tif	361920	1224.437	917	4095
426	sequence0105.tif	361920	1229.714	907	4095
427	sequence0106.tif	361920	1234.615	910	4095
428	sequence0107.tif	361920	1238.332	914	4095
429	sequence0108.tif	361920	1244.52	917	4095
430	sequence0109.tif	361920	1251.476	922	4095
431	sequence0110.tif	361920	1258.481	892	4095
432	sequence0111.tif	361920	1265.328	903	4095
433	sequence0112.tif	361920	1272.323	920	4095
434	sequence0113.tif	361920	1278.653	934	4095
435	sequence0114.tif	361920	1284.031	917	4095
436	sequence0115.tif	361920	1288.276	899	4095
437	sequence0116.tif	361920	1292.225	922	4095
438	sequence0117.tif	361920	1294.005	931	4095
439	sequence0118.tif	361920	1293.841	938	4095
440	sequence0119.tif	361920	1293.61	923	4095
441	sequence0120.tif	361920	1293.16	936	4095
442	sequence0121.tif	361920	1292.798	923	4095
443	sequence0122.tif	361920	1292.763	928	4095
444	sequence0123.tif	361920	1292.416	930	4095
445	sequence0124.tif	361920	1291.918	906	4095
446	sequence0125.tif	361920	1292.079	879	4095
447	sequence0126.tif	361920	1291.896	874	4095
448	sequence0127.tif	361920	1292.029	990	4095
449	sequence0128.tif	361920	1292.421	988	4095
450	sequence0129.tif	361920	1292.09	987	4095
451	sequence0130.tif	361920	1292.388	982	4095
452	sequence0131.tif	361920	1291.886	991	4095
453	sequence0132.tif	361920	1292.013	1002	4095
454	sequence0133.tif	361920	1291.965	998	4095
455	sequence0134.tif	361920	1292.315	988	4095
456	sequence0135.tif	361920	1292.419	1005	4095
457	sequence0136.tif	361920	1292.767	1003	4095
458	sequence0137.tif	361920	1292.829	1007	4095
459	sequence0138.tif	361920	1293.638	997	4095
460	sequence0139.tif	361920	1294.725	989	4095
461	sequence0140.tif	361920	1295.513	997	4095
462	sequence0141.tif	361920	1295.88	991	4095
463	sequence0142.tif	361920	1296.01	1000	4095
464	sequence0143.tif	361920	1296.358	1008	4095
465	sequence0144.tif	361920	1296.563	1001	4095
466	sequence0145.tif	361920	1296.466	994	4095
467	sequence0146.tif	361920	1296.486	996	4095
468	sequence0147.tif	361920	1295.936	996	4095
469	sequence0148.tif	361920	1299.988	994	4095
470	sequence0149.tif	361920	1300.103	987	4095
471	sequence0150.tif	361920	1299.799	991	4095
472	sequence0151.tif	361920	1299.672	1012	4095
473	sequence0152.tif	361920	1300.03	1000	4095
474	sequence0153.tif	361920	1299.846	1012	4095
475	sequence0154.tif	361920	1300.217	1009	4095
476	sequence0155.tif	361920	1300.151	1008	4095
477	sequence0156.tif	361920	1300.139	996	4095
478	sequence0157.tif	361920	1300.38	993	4095
479	sequence0158.tif	361920	1300.362	998	4095
480	sequence0159.tif	361920	1300.206	1007	4095
481	sequence0000.tif	361920	1192.26	891	4095
482	sequence0001.tif	361920	1192.157	890	4095
483	sequence0002.tif	361920	1192.042	902	4095
484	sequence0003.tif	361920	1192.034	897	4095
485	sequence0004.tif	361920	1192.14	900	4095
486	sequence0005.tif	361920	1192.347	901	4095
487	sequence0006.tif	361920	1192.624	905	4095
488	sequence0007.tif	361920	1192.831	891	4095
489	sequence0008.tif	361920	1192.676	890	4095
490	sequence0009.tif	361920	1192.676	902	4095
491	sequence0010.tif	361920	945.455	726	4095
492	sequence0011.tif	361920	945.922	730	4095
493	sequence0012.tif	361920	946.317	725	4095
494	sequence0013.tif	361920	946.494	727	4095
495	sequence0014.tif	361920	946.762	722	4095
496	sequence0015.tif	361920	947.076	729	4095
497	sequence0016.tif	361920	947.06	722	4095
498	sequence0017.tif	361920	947.035	730	4095
499	sequence0018.tif	361920	947.077	722	4095
500	sequence0019.tif	361920	947.075	724	4095
501	sequence0020.tif	361920	496.12	364	4095
502	sequence0021.tif	361920	495.964	366	4095
503	sequence0022.tif	361920	495.741	367	4095
504	sequence0023.tif	361920	495.647	371	4095
505	sequence0024.tif	361920	495.706	369	4095
506	sequence0025.tif	361920	495.713	370	4095
507	sequence0026.tif	361920	495.651	367	4095
508	sequence0027.tif	361920	495.536	367	4095
509	sequence0028.tif	361920	495.633	367	4095
510	sequence0029.tif	361920	495.662	367	4095
511	sequence0030.tif	361920	331.085	240	4095
512	sequence0031.tif	361920	331.096	240	4095
513	sequence0032.tif	361920	331.134	239	4095
514	sequence0033.tif	361920	331.408	237	4095
515	sequence0034.tif	361920	331.332	237	4095
516	sequence0035.tif	361920	331.455	230	4095
517	sequence0036.tif	361920	331.352	236	4095
518	sequence0037.tif	361920	331.528	238	4095
519	sequence0038.tif	361920	331.225	232	4095
520	sequence0039.tif	361920	331.375	237	4095
521	sequence0040.tif	361920	267.836	182	4095
522	sequence0041.tif	361920	267.787	186	4095
523	sequence0042.tif	361920	267.902	184	4095
524	sequence0043.tif	361920	267.861	183	4095
525	sequence0044.tif	361920	267.988	183	4095
526	sequence0045.tif	361920	267.976	184	4095
527	sequence0046.tif	361920	268.105	180	4095
528	sequence0047.tif	361920	268.151	185	4095
529	sequence0048.tif	361920	268.135	183	3982
530	sequence0049.tif	361920	268.267	186	3908
531	sequence0050.tif	361920	268.101	183	4095
532	sequence0051.tif	361920	268.085	179	4095
533	sequence0052.tif	361920	267.832	174	4095
534	sequence0053.tif	361920	267.879	177	4095
535	sequence0054.tif	361920	686.22	453	4095
536	sequence0055.tif	361920	1053	667	4095
537	sequence0056.tif	361920	1164.601	733	4095
538	sequence0057.tif	361920	1199.496	764	4095
539	sequence0058.tif	361920	1217.355	787	4095
540	sequence0059.tif	361920	1229.81	789	4095
541	sequence0060.tif	361920	1240.233	803	4095
542	sequence0061.tif	361920	1249.024	812	4095
543	sequence0062.tif	361920	1256.928	827	4095
544	sequence0063.tif	361920	1264.116	841	4095
545	sequence0064.tif	361920	1269.136	846	4095
546	sequence0065.tif	361920	1276.492	859	4095
547	sequence0066.tif	361920	1283.067	871	4095
548	sequence0067.tif	361920	1288.228	880	4095
549	sequence0068.tif	361920	1292.681	888	4095
550	sequence0069.tif	361920	1295.74	896	4095
551	sequence0070.tif	361920	1299.042	901	4095
552	sequence0071.tif	361920	1301.151	905	4095
553	sequence0072.tif	361920	1303.055	925	4095
554	sequence0073.tif	361920	1303.693	927	4095
555	sequence0074.tif	361920	1305.476	920	4095
556	sequence0075.tif	361920	1305.671	916	4095
557	sequence0076.tif	361920	1305.967	892	4095
558	sequence0077.tif	361920	1306.739	937	4095
559	sequence0078.tif	361920	1307.218	1001	4095
560	sequence0079.tif	361920	1307.573	996	4095
561	sequence0080.tif	361920	1308.126	989	4095
562	sequence0081.tif	361920	1308.361	997	4095
563	sequence0082.tif	361920	1308.741	994	4095
564	sequence0083.tif	361920	1308.719	1002	4095
565	sequence0084.tif	361920	1308.968	994	4095
566	sequence0085.tif	361920	1308.915	997	4095
567	sequence0086.tif	361920	1308.579	994	4095
568	sequence0087.tif	361920	1308.712	1002	4095
569	sequence0088.tif	361920	1308.73	989	4095
570	sequence0089.tif	361920	1308.619	996	4095
571	sequence0090.tif	361920	1308.468	990	4095
572	sequence0091.tif	361920	1308.849	993	4095
573	sequence0092.tif	361920	1308.737	992	4095
574	sequence0093.tif	361920	1308.824	986	4095
575	sequence0094.tif	361920	1308.653	990	4095
576	sequence0095.tif	361920	1308.745	987	4095
577	sequence0096.tif	361920	1308.486	996	4095
578	sequence0097.tif	361920	1308.403	995	4095
579	sequence0098.tif	361920	1308.443	1000	4095
580	sequence0099.tif	361920	1308.545	978	4095
581	sequence0100.tif	361920	1308.858	1001	4095
582	sequence0101.tif	361920	1309.145	1005	4095
583	sequence0102.tif	361920	1308.987	1003	4095
584	sequence0103.tif	361920	1309.859	1002	4095
585	sequence0104.tif	361920	1309.823	999	4095
586	sequence0105.tif	361920	1310.216	1006	4095
587	sequence0106.tif	361920	1310.081	991	4095
